gene_accession,gCSD17_BAL_10_50p_filtered,gCSD16_SAC_3_50p_filtered,gCSD16_NYC_4_50p_filtered,gCSD16_NYC_21_50p_filtered,gCSD17_DEN_2_50p_filtered,gCSD17_BAL_14_50p_filtered,gCSD16_DEN_14_50p_filtered,gCSD16_DEN_1_50p_filtered,gCSD16_SAC_5_50p_filtered,gCSD17_NYC_18_50p_filtered,gCSD17_DEN_6_50p_filtered,gCSD17_DEN_4_50p_filtered,gCSD17_DEN_3_50p_filtered,gCSD17_NYC_15_50p_filtered,gCSD16_NYC_9_50p_filtered,gCSD16_NYC_22_50p_filtered,gCSD16_SAC_14_50p_filtered,gCSD16_SAC_8_50p_filtered,gCSD16_DEN_18_50p_filtered,gCSD16_SAC_4_50p_filtered,gCSD16_NYC_20_50p_filtered,gCSD17_SAN_14_50p_filtered,gCSD17_MIN_1_50p_filtered,gCSD16_DEN_21_50p_filtered,gCSD17_SAN_3_50p_filtered,gCSD17_DEN_23_50p_filtered,gCSD16_NYC_19_50p_filtered,gCSD17_NYC_5_50p_filtered,gCSD17_NYC_14_50p_filtered,gCSD17_BAL_1_50p_filtered,gCSD16_SAC_11_50p_filtered,gCSD16_NYC_23_50p_filtered,gCSD17_MIN_3_50p_filtered,gCSD17_SAN_13_50p_filtered,gCSD16_SAC_2_50p_filtered,gCSD17_NYC_17_50p_filtered,gCSD16_NYC_7_50p_filtered,gCSD16_DEN_11_50p_filtered,gCSD16_NYC_8_50p_filtered,gCSD16_NYC_6_50p_filtered,gCSD16_NYC_1_50p_filtered,gCSD17_NYC_19_50p_filtered,gCSD17_DEN_8_50p_filtered,gCSD16_NYC_24_50p_filtered,gCSD17_BAL_5_50p_filtered,gCSD17_NYC_10_50p_filtered,gCSD16_SAC_6_50p_filtered,gCSD17_SAN_4_50p_filtered,gCSD17_NYC_9_50p_filtered,gCSD17_MIN_2_50p_filtered,gCSD16_NYC_17_50p_filtered,gCSD16_NYC_26_50p_filtered,gCSD16_SAC_12_50p_filtered,gCSD16_SAC_15_50p_filtered,gCSD17_SAN_10_50p_filtered,gCSD16_DEN_5_50p_filtered,gCSD17_DEN_22_50p_filtered,gCSD17_DEN_5_50p_filtered,gCSD17_BAL_13_50p_filtered,gCSD17_DEN_21_50p_filtered,gCSD16_DEN_15_50p_filtered,gCSD16_SAC_1_50p_filtered,gCSD17_BAL_8_50p_filtered,gCSD17_SAN_5_50p_filtered,gCSD17_SAN_2_50p_filtered,gCSD17_DEN_9_50p_filtered,gCSD16_SAC_9_50p_filtered,gCSD16_NYC_16_50p_filtered,gCSD16_NYC_25_50p_filtered,gCSD17_BAL_9_50p_filtered,gCSD17_MIN_5_50p_filtered,gCSD17_MIN_6_50p_filtered,gCSD17_BAL_4_50p_filtered,gCSD16_DEN_10_50p_filtered,gCSD17_NYC_16_50p_filtered,gCSD17_BAL_11_50p_filtered,gCSD16_DEN_22_50p_filtered,gCSD16_DEN_8_50p_filtered,gCSD17_NYC_12_50p_filtered,gCSD16_NYC_3_50p_filtered,gCSD17_BAL_7_50p_filtered,gCSD16_DEN_19_50p_filtered,gCSD17_DEN_19_50p_filtered,gCSD17_BAL_2_50p_filtered,gCSD17_DEN_12_50p_filtered,gCSD17_DEN_16_50p_filtered,gCSD17_DEN_11_50p_filtered,gCSD17_DEN_1_50p_filtered,gCSD16_SAC_13_50p_filtered,gCSD17_DEN_10_50p_filtered,gCSD16_DEN_6_50p_filtered,gCSD17_DEN_7_50p_filtered,gCSD16_NYC_12_50p_filtered,gCSD16_NYC_14_50p_filtered,gCSD17_DEN_18_50p_filtered,gCSD17_NYC_20_50p_filtered,gCSD16_NYC_11_50p_filtered,gCSD16_NYC_10_50p_filtered,gCSD17_DEN_15_50p_filtered,gCSD16_DEN_17_50p_filtered,gCSD16_NYC_5_50p_filtered,gCSD17_SAN_9_50p_filtered,gCSD17_NYC_8_50p_filtered,gCSD17_NYC_6_50p_filtered,gCSD17_NYC_11_50p_filtered,gCSD17_SAN_15_50p_filtered,gCSD17_NYC_13_50p_filtered,gCSD17_DEN_17_50p_filtered,gCSD17_NYC_1_50p_filtered,gCSD17_BAL_6_50p_filtered,gCSD17_BAL_3_50p_filtered,gCSD16_NYC_2_50p_filtered,gCSD17_NYC_7_50p_filtered,gCSD16_SAC_10_50p_filtered,gCSD16_DEN_4_50p_filtered,gCSD17_BAL_12_50p_filtered,gCSD16_DEN_9_50p_filtered,gCSD17_SAN_1_50p_filtered,gCSD16_DEN_12_50p_filtered,gCSD16_DEN_13_50p_filtered,gCSD17_MIN_4_50p_filtered,gCSD17_SAN_16_50p_filtered,gCSD17_NYC_3_50p_filtered,gCSD16_NYC_15_50p_filtered,gCSD16_SAC_16_50p_filtered,gCSD17_SAN_8_50p_filtered,gCSD16_DEN_7_50p_filtered,gCSD16_NYC_13_50p_filtered,gCSD17_NYC_2_50p_filtered,gCSD17_NYC_4_50p_filtered,gCSD16_DEN_16_50p_filtered,gCSD16_NYC_18_50p_filtered,gCSD17_SAN_7_50p_filtered,gCSD17_SAN_11_50p_filtered,gCSD17_DEN_14_50p_filtered,gCSD16_SAC_7_50p_filtered,gCSD16_DEN_2_50p_filtered
MERE,0.0,0.0,0.0,13.0,0.0,17.0,0.0,0.0,0.0,16.0,0.0,2.0,11.0,0.0,96.0,7.0,0.0,0.0,0.0,0.0,20.0,30.0,28.0,0.0,0.0,25.0,22.0,8.0,29.0,25.0,0.0,96.0,8.0,0.0,0.0,72.0,157.0,0.0,23.0,0.0,17.0,0.0,12.0,51.0,18.0,0.0,0.0,0.0,6.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,20.0,0.0,20.0,10.0,38.0,38.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,10.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,39.0,32.0,35.0,16.0,13.0,170.0,31.0,0.0,0.0,23.0,0.0,32.0,25.0,0.0,0.0,16.0,5.0,0.0,14.0,93.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,107.0,192.0,0.0,0.0,0.0,51.0,0.0,20.0,0.0,30.0,0.0,7.0,17.0,0.0,0.0
MERR2,0.0,0.0,0.0,73.0,0.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
MEXB,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,37.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,21.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0
MEXE,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,350.0,330.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,254.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,99.0,377.0,445.0,0.0,0.0,295.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,1195.0,0.0,0.0,0.0,283.0,122.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0
MEXF,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,1036.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,1427.0,3631.0,0.0,1070.0,252.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,1339.0,0.0,0.0,753.0,1602.0,0.0,0.0,1167.0,0.0,0.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.0,740.0,0.0,0.0,0.0,1304.0,0.0,0.0,0.0,1208.0,0.0,0.0,0.0,0.0,0.0
MEXK,0.0,0.0,0.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,767.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,2965.0,0.0,734.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,0.0,1133.0,0.0,0.0,845.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,1435.0,0.0,0.0,0.0,0.0,0.0
MGRA,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,26.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
MPHB,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPHC,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,26.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
MSRD,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,865.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,51.0,0.0,0.0,0.0,212.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
MURA,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
MUXB,0.0,0.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,3892.0,0.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,1547.0,0.0,0.0,1105.0,1121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,0.0,0.0,4173.0,1499.0,0.0,0.0,1183.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,566.0,0.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,0.0,1044.0,0.0,0.0,0.0,0.0,1943.0,0.0,0.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0
NREB,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0
OMPA,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2329.0,0.0,161.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2893.0,251.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
PARC,0.0,0.0,0.0,7628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.0,682.0,0.0,0.0,0.0,0.0,2375.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,1368.0,11544.0,0.0,255.0,0.0,0.0,0.0,0.0,2499.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,13453.0,2063.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,12084.0,0.0,0.0,0.0,2078.0,0.0,0.0,0.0,5118.0,0.0,0.0,0.0,0.0,0.0
PBP2,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
PCOA,0.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,367.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5326.0,116.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,785.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,0.0,0.0
PCOR,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,204.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
PHOP,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,471.0,0.0,198.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,269.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
PITA,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
